0	design1.coupled	0
1	design1.coupled	1
2	design1.coupled	2
3	design1.coupled	3
4	design1.coupled	4
5	design1.coupled	5
6	design1.coupled	6
7	design1.coupled	7
8	design1.coupled	8
9	design1.coupled	9
10	design1.coupled	10
11	design1.coupled	11
12	design1.coupled	12
13	design1.coupled	13
14	design1.coupled	14
15	design1.coupled	15
16	design1.coupled	16
17	design1.coupled	17
18	design1.coupled	18
19	design1.coupled	19
20	design1.coupled	20
21	design1.coupled	21
22	design1.coupled	22
23	design1.coupled	23
24	design1.coupled	24
25	design1.coupled	25
26	design1.coupled	26
27	design1.coupled	27
28	design1.coupled	28
29	design1.coupled	29
30	design1.coupled	30
31	design1.coupled	31
32	design1.coupled	32
33	design1.coupled	33
34	design1.coupled	34
35	design1.coupled	35
36	design1.coupled	36
37	design1.coupled	37
38	design1.coupled	38
39	design1.coupled	39
40	design1.coupled	40
41	design1.coupled	41
42	design1.coupled	42
43	design1.coupled	43
44	design1.coupled	44
45	design1.coupled	45
46	design1.coupled	46
47	design1.coupled	47
48	design1.coupled	48
49	design1.coupled	49
50	design1.coupled	50
51	design1.coupled	51
52	design1.coupled	52
53	design1.coupled	53
54	design1.coupled	54
55	design1.coupled	55
56	design1.coupled	56
57	design1.coupled	57
58	design1.coupled	58
59	design1.coupled	59
60	design1.coupled	60
61	design1.coupled	61
62	design1.coupled	62
63	design1.coupled	63
64	design1.coupled	64
65	design1.coupled	65
66	design1.coupled	66
67	design1.coupled	67
68	design1.coupled	68
69	design1.coupled	69
70	design1.coupled	70
71	design1.coupled	71
72	design1.coupled	72
73	design1.coupled	73
74	design1.coupled	74
75	design1.coupled	75
76	design1.coupled	76
77	design1.coupled	77
78	design1.coupled	78
79	design1.coupled	79
80	design1.coupled	80
81	design1.coupled	81
82	design1.coupled	82
83	design1.coupled	83
84	design1.coupled	84
85	design1.coupled	85
86	design1.coupled	86
87	design1.coupled	87
88	design1.coupled	88
89	design1.coupled	89
90	design1.coupled	90
91	design1.coupled	91
92	design1.coupled	92
93	design1.coupled	93
94	design1.coupled	94
95	design1.coupled	95
96	design1.coupled	96
97	design1.coupled	97
98	design1.coupled	98
99	design1.coupled	99
100	design1.coupled	100
101	design1.coupled	101
102	design1.coupled	102
103	design1.coupled	103
104	design1.coupled	104
105	design1.coupled	105
106	design1.coupled	106
107	design1.coupled	107
108	design1.coupled	108
109	design1.coupled	109
110	design1.coupled	110
111	design1.coupled	111
112	design1.coupled	112
113	design1.coupled	113
114	design1.coupled	114
115	design1.coupled	115
116	design1.coupled	116
117	design1.coupled	117
118	design1.coupled	118
119	design1.coupled	119
120	design1.coupled	120
121	design1.coupled	121
122	design1.coupled	122
123	design1.coupled	123
124	design1.coupled	124
125	design1.coupled	125
126	design1.coupled	126
127	design1.coupled	127
128	design1.coupled	128
129	design1.coupled	129
130	design1.coupled	130
131	design1.coupled	131
132	design1.coupled	132
133	design1.coupled	133
134	design1.coupled	134
135	design1.coupled	135
136	design1.coupled	136
137	design1.coupled	137
138	design1.coupled	138
139	design1.coupled	139
140	design1.coupled	140
141	design1.coupled	141
142	design1.coupled	142
143	design1.coupled	143
144	design1.coupled	144
145	design1.coupled	145
146	design1.coupled	146
147	design1.coupled	147
148	design1.coupled	148
149	design1.coupled	149
150	design1.coupled	150
151	design1.coupled	151
152	design1.coupled	152
153	design1.coupled	153
154	design1.coupled	154
155	design1.coupled	155
156	design1.coupled	156
157	design1.coupled	157
158	design1.coupled	158
159	design1.coupled	159
160	design1.coupled	160
161	design1.coupled	161
162	design1.coupled	162
163	design1.coupled	163
164	design1.coupled	164
165	design1.coupled	165
166	design1.coupled	166
167	design1.coupled	167
168	design1.coupled	168
169	design1.coupled	169
170	design1.coupled	170
171	design1.coupled	171
172	design1.coupled	172
173	design1.coupled	173
174	design1.coupled	174
175	design1.coupled	175
176	design1.coupled	176
177	design1.coupled	177
178	design1.coupled	178
179	design1.coupled	179
180	design1.coupled	180
181	design1.coupled	181
182	design1.coupled	182
183	design1.coupled	183
184	design1.coupled	184
185	design1.coupled	185
186	design1.coupled	186
187	design1.coupled	187
188	design1.coupled	188
189	design1.coupled	189
190	design1.coupled	190
191	design1.coupled	191
192	design1.coupled	192
